#,Zip Code,Location,City,Population,Avg. Income/H/hold,National Rank
367,12495,"42.086489, -74.248476","Willow, New York",189,55000,"#4,146"
368,12053,"42.757543, -74.190866","Delanson, New York",4497,55000,"#4,154"
369,11963,"40.989760, -72.315663","Sag Harbor, New York",6664,54966,"#4,160"
370,11357,"40.786415, -73.810924","Whitestone, New York",39491,54910,"#4,168"
371,14059,"42.835012, -78.642549","Elma, New York",8937,54668,"#4,219"
372,10950,"41.317294, -74.197530","Monroe, New York",38791,54651,"#4,223"
373,11952,"41.001012, -72.543737","Mattituck, New York",4680,54632,"#4,227"
374,10931,"41.127584, -74.170333","Hillburn, New York",881,54625,"#4,229"
375,14033,"42.660306, -78.684252","Colden, New York",2062,54615,"#4,231"
376,10704,"40.919729, -73.862651","Yonkers, New York",29158,54602,"#4,236"
377,14468,"43.290542, -77.808702","Hilton, New York",16526,54589,"#4,243"
378,11962,"40.938156, -72.269650","Sagaponack, New York",405,54583,"#4,246"
379,12874,"43.690560, -73.549746","Silver Bay, New York",176,54583,"#4,247"
380,14467,"43.043504, -77.618013","Henrietta, New York",8738,54524,"#4,258"
381,11726,"40.678789, -73.395729","Copiague, New York",17737,54524,"#4,259"
382,14039,"42.831525, -78.177221","Dale, New York",117,54500,"#4,264"
383,13035,"42.931819, -75.824233","Cazenovia, New York",8065,54479,"#4,269"
384,11429,"40.709681, -73.738399","Queens Village, New York",27647,54467,"#4,274"
385,12121,"42.851135, -73.612683","Melrose, New York",1806,54427,"#4,282"
386,12569,"41.734557, -73.792840","Pleasant Valley, New York",8842,54336,"#4,315"
387,12589,"41.626536, -74.145217","Wallkill, New York",13261,54333,"#4,317"
388,14624,"43.128271, -77.731354","Rochester, New York",38231,54319,"#4,321"
389,10963,"41.472208, -74.542990","Otisville, New York",4660,54280,"#4,329"
390,14057,"42.640511, -78.879414","Eden, New York",8276,54273,"#4,330"
391,12196,"42.631786, -73.613946","West Sand Lake, New York",2841,54205,"#4,346"
392,12075,"42.299922, -73.633627","Ghent, New York",3106,54200,"#4,348"
393,10941,"41.491652, -74.344240","Middletown, New York",13118,54184,"#4,352"
394,12831,"43.190815, -73.691874","Gansevoort, New York",14204,54138,"#4,372"
395,13304,"43.231963, -75.170870","Barneveld, New York",1655,54083,"#4,394"
396,11364,"40.745620, -73.757537","Oakland Gardens, New York",34539,54031,"#4,407"
397,14617,"43.224205, -77.594485","Rochester, New York",22967,53929,"#4,423"
398,12572,"41.924885, -73.863664","Rhinebeck, New York",9960,53853,"#4,440"
399,12824,"43.514318, -73.696762","Diamond Point, New York",735,53750,"#4,473"
400,12507,"42.008365, -73.918926","Barrytown, New York",108,53750,"#4,474"
401,14814,"42.141860, -76.950494","Big Flats, New York",1747,53594,"#4,516"
402,11772,"40.771471, -72.995182","Patchogue, New York",41913,53582,"#4,518"
403,12084,"42.704563, -73.899429","Guilderland, New York",4214,53480,"#4,534"
404,10977,"41.118920, -74.048158","Spring Valley, New York",49211,53473,"#4,536"
405,11215,"40.662688, -73.986740","Brooklyn, New York",63001,53313,"#4,593"
406,14487,"42.810905, -77.636990","Livonia, New York",5786,53295,"#4,597"
407,11978,"40.829341, -72.629768","Westhampton Beach, New York",3800,53207,"#4,622"
408,10952,"41.116210, -74.078881","Monsey, New York",31947,53191,"#4,625"
409,10573,"41.018087, -73.679179","Port Chester, New York",36300,53180,"#4,629"
410,11950,"40.809045, -72.847221","Mastic, New York",14583,53134,"#4,642"
411,12106,"42.386683, -73.711898","Kinderhook, New York",2297,53125,"#4,646"
412,12752,"41.676704, -74.991679","Lake Huntington, New York",145,53125,"#4,654"
413,12545,"41.779068, -73.677258","Millbrook, New York",4850,53029,"#4,692"
414,11953,"40.893285, -72.951799","Middle Island, New York",12364,52940,"#4,711"
415,12543,"41.485123, -74.220417","Maybrook, New York",3133,52939,"#4,712"
416,12525,"41.689432, -74.208280","Gardiner, New York",2868,52841,"#4,738"
417,13090,"43.152537, -76.217092","Liverpool, New York",30934,52828,"#4,742"
418,10552,"40.924460, -73.826115","Mount Vernon, New York",19948,52593,"#4,820"
419,13214,"43.040542, -76.076911","Syracuse, New York",8764,52587,"#4,823"
420,12059,"42.619229, -74.060894","East Berne, New York",1843,52566,"#4,831"
421,12156,"42.470821, -73.748257","Schodack Landing, New York",923,52550,"#4,837"
422,14047,"42.687361, -78.986623","Derby, New York",6833,52445,"#4,874"
423,12481,"41.976090, -74.207238","Shokan, New York",1269,52411,"#4,884"
424,14052,"42.772537, -78.584397","East Aurora, New York",18248,52395,"#4,890"
425,11941,"40.828756, -72.718536","Eastport, New York",2275,52381,"#4,897"
426,12594,"41.646342, -73.562593","Wingdale, New York",3618,52338,"#4,921"
427,14086,"42.905511, -78.629121","Lancaster, New York",28516,52303,"#4,938"
428,12115,"42.477297, -73.576704","Malden Bridge, New York",242,52083,"#5,018"
429,12136,"42.439484, -73.555326","Old Chatham, New York",875,52083,"#5,022"
430,11701,"40.686412, -73.412398","Amityville, New York",26379,52078,"#5,023"
431,13029,"43.221243, -76.144434","Brewerton, New York",5684,52054,"#5,032"
432,13108,"42.964845, -76.331113","Marcellus, New York",6057,51993,"#5,058"
433,13122,"42.838680, -75.844781","New Woodstock, New York",1209,51923,"#5,083"
434,12547,"41.660687, -73.986567","Milton, New York",2350,51902,"#5,092"
435,14612,"43.266330, -77.676706","Rochester, New York",35665,51888,"#5,098"
436,11798,"40.751870, -73.371077","Wyandanch, New York",15199,51823,"#5,131"
437,12302,"42.878182, -73.982505","Schenectady, New York",27001,51730,"#5,160"
438,13027,"43.173534, -76.365491","Baldwinsville, New York",29108,51684,"#5,177"
439,10925,"41.222743, -74.292681","Greenwood Lake, New York",4986,51657,"#5,186"
440,12184,"42.420039, -73.653177","Valatie, New York",7273,51646,"#5,190"
441,14519,"43.233972, -77.314631","Ontario, New York",11020,51568,"#5,214"
442,13159,"42.824842, -76.116211","Tully, New York",5277,51533,"#5,229"
443,11234,"40.612540, -73.894255","Brooklyn, New York",86898,51446,"#5,264"
444,14502,"43.109233, -77.344072","Macedon, New York",9197,51435,"#5,269"
445,12566,"41.622479, -74.340383","Pine Bush, New York",11061,51369,"#5,305"
446,11375,"40.722975, -73.843179","Forest Hills, New York",70204,51350,"#5,312"
447,11427,"40.729722, -73.749800","Queens Village, New York",23014,51336,"#5,319"
448,12792,"41.525311, -74.938845","Yulan, New York",295,51250,"#5,357"
449,13850,"42.049395, -76.017594","Vestal, New York",26685,51250,"#5,358"
450,11358,"40.760467, -73.796418","Flushing, New York",38647,51242,"#5,380"
451,11414,"40.658217, -73.844820","Howard Beach, New York",28121,51175,"#5,407"
452,14069,"42.600308, -78.638387","Glenwood, New York",785,51094,"#5,436"
453,14143,"42.968891, -78.076941","Stafford, New York",1347,51042,"#5,451"
454,12785,"41.521037, -74.589126","Westbrookville, New York",186,51042,"#5,452"
455,12553,"41.460880, -74.072198","New Windsor, New York",22514,51038,"#5,453"
456,12861,"43.746887, -73.417527","Putnam Station, New York",645,51000,"#5,469"
457,13732,"42.049447, -76.167535","Apalachin, New York",8380,50975,"#5,481"
458,13031,"43.041401, -76.307912","Camillus, New York",14977,50929,"#5,503"
459,13120,"42.933170, -76.175146","Nedrow, New York",2998,50842,"#5,536"
460,12094,"42.899423, -73.489795","Johnsonville, New York",2163,50789,"#5,559"
461,14092,"43.174537, -78.992002","Lewiston, New York",11121,50775,"#5,569"
462,14422,"43.087057, -78.059979","Byron, New York",2518,50769,"#5,572"
463,14174,"43.249139, -78.998325","Youngstown, New York",5742,50756,"#5,577"
464,11365,"40.738856, -73.792528","Fresh Meadows, New York",41566,50744,"#5,583"
465,14170,"42.700245, -78.674307","West Falls, New York",2633,50741,"#5,585"
466,13164,"43.092042, -76.313051","Warners, New York",1759,50726,"#5,591"
467,12585,"41.726404, -73.691510","Verbank, New York",956,50673,"#5,608"
468,12513,"42.219307, -73.720481","Claverack, New York",1043,50625,"#5,634"
469,14416,"43.083960, -77.992253","Bergen, New York",3875,50565,"#5,667"
470,6390,"41.277367, -71.952693","Fishers Island, New York",289,50521,"#5,689"
471,10928,"41.348970, -73.998495","Highland Falls, New York",5358,50511,"#5,696"
472,12501,"41.853423, -73.557731","Amenia, New York",2340,50482,"#5,709"
473,11946,"40.881714, -72.536582","Hampton Bays, New York",12802,50398,"#5,739"
474,14026,"42.942011, -78.689442","Bowmansville, New York",722,50357,"#5,762"
475,12581,"41.900541, -73.692273","Stanfordville, New York",2231,50306,"#5,794"
476,12746,"41.442314, -74.665141","Huguenot, New York",1144,50263,"#5,817"
477,14626,"43.216516, -77.710843","Rochester, New York",29120,50217,"#5,839"
478,13063,"42.847233, -75.967841","Fabius, New York",2027,50156,"#5,870"
479,14005,"42.917699, -78.241631","Alexander, New York",1753,50107,"#5,896"
480,11958,"41.039067, -72.464419","Peconic, New York",445,50078,"#5,905"
481,14477,"43.335707, -78.133393","Kent, New York",1689,50000,"#5,947"
482,10044,"40.762050, -73.949933","New York, New York",9520,49976,"#5,953"
483,12498,"42.046044, -74.109455","Woodstock, New York",5417,49941,"#5,963"
484,14139,"42.711704, -78.528617","South Wales, New York",2031,49886,"#5,983"
485,11956,"40.976187, -72.466401","New Suffolk, New York",316,49844,"#5,996"
486,12945,"44.342824, -74.251344","Lake Clear, New York",736,49833,"#6,004"
487,12487,"41.877496, -73.999323","Ulster Park, New York",3856,49818,"#6,008"
488,14882,"42.580117, -76.553258","Lansing, New York",3943,49758,"#6,029"
489,12020,"43.001948, -73.868841","Ballston Spa, New York",28068,49751,"#6,031"
490,10025,"40.797958, -73.964917","New York, New York",97086,49733,"#6,044"
491,12729,"41.489701, -74.613104","Cuddebackville, New York",1302,49632,"#6,076"
492,12571,"42.007516, -73.823254","Red Hook, New York",11834,49617,"#6,083"
493,11217,"40.682306, -73.978099","Brooklyn, New York",35353,49567,"#6,101"
494,10805,"40.897721, -73.779258","New Rochelle, New York",17957,49550,"#6,105"
495,14040,"42.882168, -78.377535","Darien Center, New York",2331,49549,"#6,106"
496,14464,"43.326618, -77.929685","Hamlin, New York",7637,49480,"#6,134"
497,12158,"42.542092, -73.822124","Selkirk, New York",5779,49476,"#6,135"
498,12052,"42.747432, -73.463447","Cropseyville, New York",1000,49375,"#6,178"
499,12486,"41.834702, -74.062603","Tillson, New York",1595,49353,"#6,186"
500,12542,"41.613876, -74.015014","Marlboro, New York",5818,49250,"#6,219"
501,14425,"42.990428, -77.332531","Farmington, New York",9658,49219,"#6,234"
502,10553,"40.908502, -73.821554","Mount Vernon, New York",10102,49178,"#6,248"
503,11930,"40.988145, -72.104673","Amagansett, New York",1167,49167,"#6,253"
504,12062,"42.547941, -73.544568","East Nassau, New York",1728,49145,"#6,258"
505,12087,"42.432250, -73.892894","Hannacroix, New York",504,49135,"#6,263"
506,12528,"41.713907, -73.995071","Highland, New York",12770,49131,"#6,264"
507,13116,"43.074754, -76.007939","Minoa, New York",3351,49100,"#6,275"
508,14505,"43.159419, -77.168961","Marion, New York",5908,49099,"#6,276"
509,11379,"40.715488, -73.879490","Middle Village, New York",28984,49083,"#6,279"
510,12859,"43.167174, -73.896576","Porter Corners, New York",1984,49083,"#6,280"
511,14476,"43.329379, -78.042800","Kendall, New York",2623,49079,"#6,283"
512,13354,"43.261606, -75.270920","Holland Patent, New York",3090,49063,"#6,291"
513,10305,"40.596691, -74.074866","Staten Island, New York",38450,48944,"#6,336"
514,14075,"42.713252, -78.833315","Hamburg, New York",42082,48923,"#6,347"
515,13112,"43.095233, -76.407971","Memphis, New York",1922,48922,"#6,349"
516,12405,"42.322121, -74.071832","Acra, New York",454,48846,"#6,373"
517,12538,"41.792345, -73.893141","Hyde Park, New York",12653,48758,"#6,405"
518,12727,"41.660107, -74.982500","Cochecton Center, New York",23,48750,"#6,417"
519,12856,"43.710422, -74.166016","North River, New York",224,48750,"#6,418"
520,12137,"42.860367, -74.133040","Pattersonville, New York",1544,48750,"#6,435"
521,11356,"40.784810, -73.841165","College Point, New York",20444,48738,"#6,440"
522,10018,"40.754969, -73.992126","New York, New York",4255,48705,"#6,447"
523,12494,"41.967413, -74.294206","West Shokan, New York",714,48654,"#6,462"
524,12721,"41.568348, -74.427346","Bloomingburg, New York",5513,48635,"#6,470"
525,12404,"41.818967, -74.236062","Accord, New York",3772,48606,"#6,479"
526,11694,"40.576906, -73.846381","Rockaway Park, New York",19278,48604,"#6,481"
527,14131,"43.235271, -78.899008","Ransomville, New York",5307,48565,"#6,500"
528,11412,"40.696878, -73.760260","Saint Albans, New York",37452,48536,"#6,508"
529,13337,"42.757804, -74.999545","Fly Creek, New York",868,48516,"#6,516"
530,13461,"43.077098, -75.587609","Sherrill, New York",3179,48446,"#6,538"
531,12188,"42.819962, -73.694056","Waterford, New York",10610,48421,"#6,553"
532,14028,"43.318386, -78.719214","Burt, New York",1737,48393,"#6,566"
533,13160,"42.827598, -76.648904","Union Springs, New York",1856,48208,"#6,639"
534,12961,"44.061814, -73.581572","Moriah Center, New York",171,48125,"#6,677"
535,14532,"42.964101, -77.032088","Phelps, New York",4392,48103,"#6,682"
536,14589,"43.249424, -77.174261","Williamson, New York",7653,48083,"#6,687"
537,14560,"42.690701, -77.582961","Springwater, New York",2134,47978,"#6,729"
538,14080,"42.634961, -78.561244","Holland, New York",4727,47929,"#6,745"
539,12074,"43.078638, -74.060443","Galway, New York",3195,47857,"#6,784"
540,12719,"41.483758, -74.916637","Barryville, New York",1012,47750,"#6,831"
541,14224,"42.837826, -78.747935","Buffalo, New York",40509,47692,"#6,862"
542,12086,"43.009005, -74.086332","Hagaman, New York",1554,47625,"#6,892"
543,11420,"40.673525, -73.817771","South Ozone Park, New York",45498,47584,"#6,919"
544,11971,"41.059912, -72.427282","Southold, New York",5575,47566,"#6,928"
545,14471,"42.747504, -77.499442","Honeoye, New York",2861,47540,"#6,938"
546,14485,"42.882635, -77.601026","Lima, New York",4593,47500,"#6,952"
547,12205,"42.714984, -73.824289","Albany, New York",26337,47473,"#6,977"
548,13219,"43.041266, -76.224195","Syracuse, New York",15700,47427,"#6,998"
549,12017,"42.307012, -73.445561","Austerlitz, New York",288,47396,"#7,010"
550,12903,"44.684070, -73.445756","Plattsburgh, New York",44,47386,"#7,013"
551,12427,"42.134193, -74.136697","Elka Park, New York",381,47375,"#7,016"
552,12176,"42.382017, -73.980862","Surprise, New York",175,47321,"#7,032"
553,12193,"42.507525, -74.038399","Westerlo, New York",2117,47292,"#7,046"
554,12775,"41.623302, -74.592546","Rock Hill, New York",1666,47266,"#7,058"
555,14841,"42.517515, -76.852181","Hector, New York",773,47250,"#7,063"
556,13413,"43.061560, -75.276199","New Hartford, New York",15871,47204,"#7,086"
557,12804,"43.340954, -73.685911","Queensbury, New York",24083,47177,"#7,101"
558,10566,"41.287672, -73.917786","Peekskill, New York",22441,47177,"#7,104"
559,13403,"43.164533, -75.267645","Marcy, New York",7919,47157,"#7,114"
560,13478,"43.144012, -75.581897","Verona, New York",3219,47105,"#7,147"
561,14545,"42.662130, -77.699536","Scottsburg, New York",203,47083,"#7,162"
562,12918,"44.663770, -73.699653","Cadyville, New York",2781,47057,"#7,175"
563,12508,"41.495996, -73.953632","Beacon, New York",19487,47026,"#7,196"
564,13061,"42.858748, -75.745465","Erieville, New York",930,47014,"#7,198"
565,12964,"44.148266, -73.663999","New Russia, New York",142,47000,"#7,207"
566,13490,"43.109467, -75.424150","Westmoreland, New York",1710,46985,"#7,214"
567,14435,"42.711869, -77.666023","Conesus, New York",2733,46979,"#7,216"
568,12120,"42.465966, -74.136281","Medusa, New York",539,46944,"#7,238"
569,13323,"43.040114, -75.379336","Clinton, New York",11772,46885,"#7,277"
570,12489,"41.755712, -74.349070","Wawarsing, New York",290,46875,"#7,291"
571,14469,"42.873417, -77.462990","Bloomfield, New York",5982,46800,"#7,336"
572,12173,"42.371855, -73.754161","Stuyvesant, New York",2357,46778,"#7,348"
573,14462,"42.686022, -77.757656","Groveland, New York",632,46771,"#7,355"
574,14082,"42.655393, -78.377089","Java Center, New York",428,46731,"#7,375"
575,12484,"41.861839, -74.176528","Stone Ridge, New York",2540,46726,"#7,380"
576,12185,"42.922756, -73.545061","Valley Falls, New York",2096,46701,"#7,400"
577,14420,"43.213653, -77.937505","Brockport, New York",19307,46559,"#7,469"
578,12170,"43.001956, -73.667271","Stillwater, New York",5037,46536,"#7,478"
579,13084,"42.880541, -76.124474","La Fayette, New York",4215,46528,"#7,484"
580,12154,"42.927812, -73.590652","Schaghticoke, New York",2704,46518,"#7,489"
581,14004,"42.898738, -78.517223","Alden, New York",12241,46497,"#7,503"
582,11951,"40.767062, -72.838578","Mastic Beach, New York",12794,46486,"#7,508"
583,12866,"43.092690, -73.735445","Saratoga Springs, New York",34570,46463,"#7,522"
584,12031,"42.767245, -74.446885","Carlisle, New York",130,46458,"#7,523"
585,14226,"42.971014, -78.796455","Buffalo, New York",29382,46380,"#7,556"
586,12060,"42.410399, -73.505286","East Chatham, New York",1396,46319,"#7,585"
587,11550,"40.702731, -73.623226","Hempstead, New York",59022,46291,"#7,594"
588,12150,"42.880521, -74.052686","Rotterdam Junction, New York",836,46250,"#7,628"
589,11770,"40.644757, -73.160803","Ocean Beach, New York",190,46250,"#7,629"
590,10310,"40.632516, -74.116461","Staten Island, New York",22852,46198,"#7,658"
591,14067,"43.212160, -78.556274","Gasport, New York",5128,46176,"#7,672"
592,14525,"42.869999, -78.011531","Pavilion, New York",2971,46108,"#7,713"
593,14058,"43.109493, -78.160006","Elba, New York",2325,46086,"#7,730"
594,10969,"41.294796, -74.487978","Pine Island, New York",1084,46083,"#7,731"
595,12502,"42.083350, -73.656655","Ancram, New York",1114,46083,"#7,732"
596,12491,"41.965186, -74.141441","West Hurley, New York",1610,46053,"#7,754"
597,11423,"40.717252, -73.768879","Hollis, New York",31240,46047,"#7,757"
598,12165,"42.308282, -73.499864","Spencertown, New York",236,45972,"#7,809"
599,13068,"42.500037, -76.365082","Freeville, New York",5038,45911,"#7,848"
600,14172,"43.286046, -78.818100","Wilson, New York",3230,45881,"#7,861"
601,12431,"42.362023, -74.023533","Freehold, New York",1463,45862,"#7,878"
602,12586,"41.565744, -74.179081","Walden, New York",11527,45765,"#7,927"
603,12143,"42.489818, -73.855238","Ravena, New York",5348,45758,"#7,932"
604,10993,"41.209896, -73.973842","West Haverstraw, New York",4263,45684,"#7,965"
605,10465,"40.826285, -73.822762","Bronx, New York",42500,45650,"#7,988"
606,12160,"42.753580, -74.347628","Sloansville, New York",1177,45625,"#8,008"
607,10301,"40.627456, -74.094407","Staten Island, New York",38805,45620,"#8,017"
608,13861,"42.508540, -75.151092","West Oneonta, New York",652,45515,"#8,075"
609,14522,"43.061864, -77.224684","Palmyra, New York",8766,45507,"#8,079"
610,12503,"42.030487, -73.574202","Ancramdale, New York",830,45417,"#8,140"
611,14054,"42.908684, -78.148894","East Bethany, New York",1361,45400,"#8,147"
612,14423,"42.937814, -77.835109","Caledonia, New York",4953,45379,"#8,155"
613,12130,"42.442570, -73.658564","Niverville, New York",899,45365,"#8,163"
614,12147,"42.518611, -74.158840","Rensselaerville, New York",528,45357,"#8,165"
615,11415,"40.708229, -73.827867","Kew Gardens, New York",20956,45344,"#8,179"
616,12814,"43.624528, -73.636205","Bolton Landing, New York",1552,45313,"#8,201"
617,11367,"40.730621, -73.822860","Flushing, New York",38216,45285,"#8,214"
618,14871,"42.039625, -76.911418","Pine City, New York",4908,45284,"#8,215"
619,14025,"42.621454, -78.726069","Boston, New York",3141,45278,"#8,218"
620,12740,"41.879181, -74.495101","Grahamsville, New York",2088,45278,"#8,219"
621,11957,"41.153376, -72.263818","Orient, New York",662,45263,"#8,232"
622,12066,"42.795866, -74.317456","Esperance, New York",1797,45240,"#8,242"
623,13110,"42.889042, -76.276926","Marietta, New York",2472,45164,"#8,281"
624,11231,"40.677916, -74.005154","Brooklyn, New York",32974,45154,"#8,286"
625,14145,"42.729606, -78.434328","Strykersville, New York",1732,45125,"#8,302"
626,12123,"42.522140, -73.606447","Nassau, New York",5245,45051,"#8,347"
627,12962,"44.710163, -73.594763","Morrisonville, New York",5967,45032,"#8,363"
628,13224,"43.031797, -76.100655","Syracuse, New York",9052,44960,"#8,411"
629,11228,"40.616863, -74.013196","Brooklyn, New York",41172,44932,"#8,418"
630,12138,"42.748844, -73.370413","Petersburg, New York",3678,44931,"#8,419"
631,12522,"41.720153, -73.581931","Dover Plains, New York",5691,44924,"#8,430"
632,13030,"43.148972, -76.033624","Bridgeport, New York",4272,44888,"#8,446"
633,12921,"44.888344, -73.432591","Chazy, New York",2392,44853,"#8,457"
634,13076,"43.353717, -76.149319","Hastings, New York",2344,44844,"#8,460"
635,11933,"40.917015, -72.754074","Calverton, New York",5857,44827,"#8,470"
636,14610,"43.143492, -77.545899","Rochester, New York",14534,44814,"#8,478"
637,12833,"43.140518, -73.857206","Greenfield Center, New York",4492,44777,"#8,498"
638,14012,"43.332173, -78.532622","Barker, New York",2603,44755,"#8,508"
639,13469,"43.214828, -75.302367","Stittville, New York",807,44722,"#8,524"
640,14845,"42.203190, -76.839324","Horseheads, New York",19892,44608,"#8,584"
641,10940,"41.446544, -74.478741","Middletown, New York",42860,44550,"#8,620"
642,11421,"40.693633, -73.858513","Woodhaven, New York",37664,44550,"#8,621"
643,11209,"40.622352, -74.030431","Brooklyn, New York",69840,44518,"#8,642"
644,13062,"42.486498, -76.380690","Etna, New York",131,44500,"#8,653"
645,12741,"41.830767, -75.088311","Hankins, New York",252,44500,"#8,654"
646,12849,"43.441613, -73.300072","Middle Granville, New York",445,44459,"#8,665"
647,12583,"42.059591, -73.883626","Tivoli, New York",2427,44458,"#8,668"
648,11370,"40.765370, -73.893132","East Elmhurst, New York",43142,44429,"#8,688"
649,14816,"42.188762, -76.737056","Breesport, New York",624,44375,"#8,711"
650,12970,"44.452573, -74.290050","Paul Smiths, New York",1450,44306,"#8,758"
651,13081,"42.673617, -76.627152","King Ferry, New York",1189,44286,"#8,772"
652,11939,"41.135116, -72.339675","East Marion, New York",777,44271,"#8,778"
653,12192,"42.417040, -73.817206","West Coxsackie, New York",2270,44250,"#8,787"
654,14011,"42.830674, -78.299709","Attica, New York",8170,44250,"#8,789"
655,13053,"42.479574, -76.267919","Dryden, New York",4413,44242,"#8,794"
656,12567,"41.983070, -73.660642","Pine Plains, New York",2938,44147,"#8,836"
657,14514,"43.122159, -77.810679","North Chili, New York",4722,43941,"#8,927"
658,13132,"43.271927, -76.251046","Pennellville, New York",4310,43929,"#8,934"
659,14043,"42.900438, -78.701764","Depew, New York",26537,43908,"#8,948"
660,14533,"42.853887, -77.902665","Piffard, New York",2320,43897,"#8,956"
661,14414,"42.890961, -77.743757","Avon, New York",6428,43860,"#8,985"
662,13740,"42.273814, -74.756993","Bovina Center, New York",568,43750,"#9,027"
663,13640,"44.326315, -75.991361","Wellesley Island, New York",326,43750,"#9,029"
664,14108,"43.264549, -78.733324","Newfane, New York",5938,43750,"#9,030"
665,14836,"42.509496, -77.923667","Dalton, New York",1103,43676,"#9,103"
666,14223,"42.973496, -78.846382","Buffalo, New York",24094,43648,"#9,116"
667,14132,"43.152672, -78.867925","Sanborn, New York",5572,43639,"#9,125"
668,13037,"43.058819, -75.867355","Chittenango, New York",8772,43624,"#9,140"
669,14507,"42.675374, -77.305556","Middlesex, New York",1385,43583,"#9,162"
670,13026,"42.756705, -76.651626","Aurora, New York",1841,43512,"#9,211"
671,13492,"43.114604, -75.337680","Whitesboro, New York",11555,43510,"#9,213"
672,12516,"42.108103, -73.551361","Copake, New York",1806,43500,"#9,224"
673,13456,"43.000897, -75.260892","Sauquoit, New York",4277,43488,"#9,227"
674,14825,"42.055631, -76.605721","Chemung, New York",918,43482,"#9,231"
675,10975,"41.267079, -74.172263","Southfields, New York",307,43482,"#9,233"
676,14712,"42.183745, -79.361923","Bemus Point, New York",3533,43438,"#9,262"
677,12459,"42.234184, -74.693522","New Kingston, New York",354,43417,"#9,276"
678,12548,"41.657693, -74.101817","Modena, New York",1528,43409,"#9,282"
679,12151,"42.922697, -73.787225","Round Lake, New York",706,43382,"#9,302"
680,13776,"42.471141, -75.341246","Gilbertsville, New York",797,43365,"#9,315"
681,12470,"42.293989, -74.037917","Purling, New York",729,43333,"#9,332"
682,14111,"42.584773, -78.895160","North Collins, New York",3160,43319,"#9,348"
683,14424,"42.856695, -77.303277","Canandaigua, New York",24878,43308,"#9,356"
684,11961,"40.893355, -72.877865","Ridge, New York",12664,43265,"#9,382"
685,13088,"43.108742, -76.186383","Liverpool, New York",22139,43245,"#9,397"
686,12845,"43.424813, -73.718378","Lake George, New York",4801,43198,"#9,421"
687,14905,"42.087725, -76.843282","Elmira, New York",9407,43154,"#9,442"
688,11434,"40.676808, -73.776425","Jamaica, New York",59142,43133,"#9,448"
689,12561,"41.750978, -74.110614","New Paltz, New York",17435,43110,"#9,475"
690,11378,"40.724744, -73.909639","Maspeth, New York",34053,43107,"#9,479"
691,14120,"43.079317, -78.842654","North Tonawanda, New York",43144,43091,"#9,485"
692,11419,"40.688685, -73.822882","South Richmond Hill, New York",48867,43066,"#9,500"
693,14228,"43.044371, -78.777335","Buffalo, New York",19713,43048,"#9,509"
694,12144,"42.627836, -73.717842","Rensselaer, New York",18367,43035,"#9,517"
695,14561,"42.819550, -77.130007","Stanley, New York",2875,43031,"#9,519"
696,12526,"42.122234, -73.858769","Germantown, New York",3638,43025,"#9,527"
697,14167,"42.750032, -78.324679","Varysburg, New York",1646,43009,"#9,537"
698,13033,"43.188494, -76.562626","Cato, New York",4544,43000,"#9,547"
699,11210,"40.628049, -73.946278","Brooklyn, New York",62308,42967,"#9,570"
700,13685,"43.925467, -76.085519","Sackets Harbor, New York",2206,42944,"#9,589"
701,12821,"43.453350, -73.408531","Comstock, New York",3219,42917,"#9,601"
702,14481,"42.770069, -77.921401","Leicester, New York",3676,42905,"#9,612"
703,12058,"42.345129, -73.918376","Earlton, New York",1400,42898,"#9,616"
704,13082,"43.102730, -75.959888","Kirkville, New York",5012,42892,"#9,618"
705,11417,"40.676342, -73.844595","Ozone Park, New York",28607,42889,"#9,620"
706,12791,"41.809139, -74.913540","Youngsville, New York",448,42885,"#9,626"
707,12844,"43.489063, -73.621362","Kattskill Bay, New York",269,42813,"#9,664"
708,14544,"42.756251, -77.243735","Rushville, New York",1908,42760,"#9,696"
709,14171,"42.424674, -78.649832","West Valley, New York",2180,42727,"#9,722"
710,12057,"42.960614, -73.351947","Eagle Bridge, New York",1713,42684,"#9,749"
711,10927,"41.191052, -73.967562","Haverstraw, New York",10117,42683,"#9,750"
712,12041,"42.539990, -73.973842","Clarksville, New York",14,42679,"#9,757"
713,14441,"42.685829, -76.957555","Dresden, New York",344,42679,"#9,762"
714,12303,"42.753534, -73.926481","Schenectady, New York",27942,42665,"#9,768"
715,12477,"42.091943, -73.990006","Saugerties, New York",20199,42640,"#9,784"
716,12449,"41.997728, -73.992872","Lake Katrine, New York",3557,42625,"#9,794"
717,13842,"42.381200, -74.724657","South Kortright, New York",538,42500,"#9,859"
718,12981,"44.627097, -73.845850","Saranac, New York",2673,42500,"#9,860"
719,10303,"40.629885, -74.174130","Staten Island, New York",23530,42463,"#9,914"
720,11964,"41.055701, -72.316976","Shelter Island, New York",1148,42458,"#9,918"
721,10302,"40.630820, -74.137841","Staten Island, New York",16406,42452,"#9,924"
722,14466,"42.779916, -77.583278","Hemlock, New York",1593,42434,"#9,936"
723,11432,"40.715220, -73.793188","Jamaica, New York",57045,42414,"#9,954"
724,12850,"43.102616, -73.981441","Middle Grove, New York",2242,42413,"#9,957"
725,14432,"42.956106, -77.140338","Clifton Springs, New York",6106,42411,"#9,958"
726,12461,"41.926103, -74.301048","Olivebridge, New York",1781,42400,"#9,964"
