#,Zip Code,Location,City,Population,Avg. Income/H/hold,National Rank
1086,14807,"42.410670, -77.721044","Arkport, New York",3120,35993,"#16,224"
1087,13731,"42.128419, -74.787370","Andes, New York",1275,35982,"#16,238"
1088,12919,"44.959984, -73.454730","Champlain, New York",2957,35964,"#16,254"
1089,14081,"42.563205, -79.067832","Irving, New York",3418,35946,"#16,271"
1090,13605,"43.807294, -76.050285","Adams, New York",4615,35942,"#16,273"
1091,13325,"43.597050, -75.528148","Constableville, New York",949,35938,"#16,282"
1092,13124,"42.661074, -75.823604","North Pitcher, New York",135,35938,"#16,283"
1093,14030,"42.559707, -78.490059","Chaffee, New York",1617,35938,"#16,284"
1094,12451,"42.309379, -73.958879","Leeds, New York",1496,35929,"#16,297"
1095,14013,"43.086290, -78.397746","Basom, New York",1822,35926,"#16,300"
1096,13459,"42.775005, -74.588674","Sharon Springs, New York",2047,35905,"#16,322"
1097,12419,"41.852184, -74.107250","Cottekill, New York",315,35893,"#16,338"
1098,13797,"42.333665, -76.040401","Lisle, New York",2405,35875,"#16,356"
1099,14456,"42.846127, -77.006235","Geneva, New York",20216,35860,"#16,376"
1100,13421,"43.061915, -75.660092","Oneida, New York",13192,35859,"#16,383"
1101,12944,"44.442367, -73.514751","Keeseville, New York",4402,35857,"#16,387"
1102,14220,"42.844910, -78.822083","Buffalo, New York",26550,35839,"#16,400"
1103,12766,"41.815208, -74.978854","North Branch, New York",456,35833,"#16,422"
1104,12471,"41.848432, -74.036220","Rifton, New York",174,35833,"#16,423"
1105,12762,"41.664364, -74.792204","Mongaup Valley, New York",342,35809,"#16,453"
1106,12986,"44.210474, -74.506616","Tupper Lake, New York",6507,35808,"#16,454"
1107,14826,"42.491464, -77.497778","Cohocton, New York",2254,35750,"#16,519"
1108,12418,"42.355986, -74.156318","Cornwallville, New York",612,35750,"#16,528"
1109,12469,"42.448595, -74.246097","Preston Hollow, New York",783,35741,"#16,542"
1110,13660,"44.773868, -75.160958","Madrid, New York",2014,35664,"#16,631"
1111,14880,"42.172558, -77.974607","Scio, New York",1644,35647,"#16,656"
1112,13021,"42.922181, -76.561464","Auburn, New York",41704,35640,"#16,660"
1113,12401,"41.938565, -74.056809","Kingston, New York",35722,35635,"#16,663"
1114,13639,"44.278730, -75.119383","Fine, New York",191,35625,"#16,706"
1115,14729,"42.408377, -78.743584","East Otto, New York",1025,35588,"#16,754"
1116,14411,"43.235972, -78.216477","Albion, New York",14676,35584,"#16,759"
1117,13734,"42.069955, -76.409653","Barton, New York",2511,35577,"#16,765"
1118,14879,"42.307683, -77.202498","Savona, New York",1985,35545,"#16,799"
1119,13165,"42.916639, -76.883297","Waterloo, New York",10828,35475,"#16,901"
1120,13730,"42.238949, -75.571439","Afton, New York",2982,35457,"#16,917"
1121,12035,"42.733746, -74.371881","Central Bridge, New York",1287,35455,"#16,919"
1122,13862,"42.330958, -75.931008","Whitney Point, New York",3936,35438,"#16,944"
1123,14225,"42.928824, -78.752459","Buffalo, New York",35893,35372,"#17,053"
1124,13491,"42.864135, -75.168133","West Winfield, New York",3784,35361,"#17,073"
1125,14504,"42.967777, -77.233608","Manchester, New York",1312,35357,"#17,085"
1126,13748,"42.042579, -75.822521","Conklin, New York",4067,35353,"#17,090"
1127,14723,"42.317704, -79.157231","Cherry Creek, New York",1262,35313,"#17,126"
1128,13111,"43.258488, -76.614264","Martville, New York",1748,35313,"#17,127"
1129,12724,"41.858901, -74.943035","Callicoon Center, New York",296,35313,"#17,131"
1130,13211,"43.104491, -76.116553","Syracuse, New York",6425,35283,"#17,180"
1131,14784,"42.319116, -79.389155","Stockton, New York",1012,35278,"#17,195"
1132,14521,"42.688238, -76.804245","Ovid, New York",3624,35275,"#17,198"
1133,10705,"40.919705, -73.889928","Yonkers, New York",38115,35271,"#17,200"
1134,12032,"43.162692, -74.508020","Caroga Lake, New York",835,35263,"#17,208"
1135,14772,"42.157470, -78.952618","Randolph, New York",4274,35227,"#17,246"
1136,14609,"43.177093, -77.554873","Rochester, New York",43665,35216,"#17,256"
1137,13322,"42.977305, -75.198364","Clayville, New York",1104,35208,"#17,261"
1138,14847,"42.608582, -76.734212","Interlaken, New York",2411,35208,"#17,262"
1139,13659,"43.738005, -75.863380","Lorraine, New York",544,35179,"#17,303"
1140,12920,"44.911936, -74.067219","Chateaugay, New York",2537,35174,"#17,310"
1141,14590,"43.245357, -76.832127","Wolcott, New York",5385,35168,"#17,316"
1142,13841,"42.419610, -75.845795","Smithville Flats, New York",399,35167,"#17,321"
1143,12942,"44.232234, -73.826953","Keene, New York",670,35156,"#17,335"
1144,13626,"43.844972, -75.739558","Copenhagen, New York",2169,35152,"#17,343"
1145,11944,"41.106515, -72.369487","Greenport, New York",3705,35149,"#17,349"
1146,14733,"42.160122, -79.172199","Falconer, New York",4019,35131,"#17,371"
1147,14020,"43.001476, -78.214875","Batavia, New York",23055,35112,"#17,385"
1148,13302,"43.498110, -75.965068","Altmar, New York",1556,35109,"#17,386"
1149,13332,"42.764187, -75.581764","Earlville, New York",2400,35094,"#17,402"
1150,13126,"43.438798, -76.457454","Oswego, New York",36454,35079,"#17,424"
1151,11102,"40.772884, -73.926295","Astoria, New York",36291,35078,"#17,427"
1152,12946,"44.273458, -73.962583","Lake Placid, New York",8098,35063,"#17,442"
1153,13348,"42.707256, -75.057189","Hartwick, New York",1359,35060,"#17,444"
1154,12822,"43.228513, -73.922216","Corinth, New York",5721,35048,"#17,453"
1155,14427,"42.615137, -78.050762","Castile, New York",2181,35046,"#17,454"
1156,13808,"42.530472, -75.254515","Morris, New York",1894,35040,"#17,461"
1157,14781,"42.161603, -79.601288","Sherman, New York",2149,35032,"#17,464"
1158,12720,"41.663925, -74.918974","Bethel, New York",168,35000,"#17,521"
1159,14510,"42.683839, -77.881897","Mount Morris, New York",5094,35000,"#17,523"
1160,13608,"44.254686, -75.615340","Antwerp, New York",1618,35000,"#17,524"
1161,12815,"43.695952, -73.667874","Brant Lake, New York",955,34917,"#17,587"
1162,12180,"42.748588, -73.599536","Troy, New York",52907,34889,"#17,611"
1163,12473,"42.277061, -74.078875","Round Top, New York",736,34844,"#17,655"
1164,12725,"41.983131, -74.569700","Claryville, New York",260,34844,"#17,656"
1165,12460,"42.409805, -74.162475","Oak Hill, New York",376,34844,"#17,661"
1166,10701,"40.945250, -73.881145","Yonkers, New York",63715,34821,"#17,688"
1167,14823,"42.249138, -77.558954","Canisteo, New York",3985,34797,"#17,700"
1168,13367,"43.715161, -75.571028","Lowville, New York",8435,34794,"#17,703"
1169,12917,"44.939317, -74.174695","Burke, New York",1312,34792,"#17,711"
1170,13439,"42.853508, -74.998075","Richfield Springs, New York",3893,34787,"#17,722"
1171,13682,"43.847665, -75.882700","Rodman, New York",891,34773,"#17,731"
1172,11368,"40.749407, -73.852780","Corona, New York",98841,34746,"#17,766"
1173,13309,"43.476533, -75.343325","Boonville, New York",5942,34736,"#17,777"
1174,12789,"41.694323, -74.574261","Woodridge, New York",1677,34688,"#17,831"
1175,14714,"42.289988, -78.241131","Black Creek, New York",345,34688,"#17,836"
1176,12043,"42.693970, -74.530506","Cobleskill, New York",8207,34679,"#17,846"
1177,14782,"42.265414, -79.259701","Sinclairville, New York",2932,34673,"#17,851"
1178,14065,"42.488879, -78.315214","Freedom, New York",2003,34665,"#17,857"
1179,13363,"43.337328, -75.512822","Lee Center, New York",2397,34663,"#17,858"
1180,11106,"40.762211, -73.931528","Astoria, New York",43130,34651,"#17,874"
1181,12117,"43.169293, -74.261094","Mayfield, New York",3223,34646,"#17,880"
1182,13658,"44.743083, -75.279399","Lisbon, New York",2356,34637,"#17,887"
1183,13757,"42.405103, -74.924223","East Meredith, New York",1107,34632,"#17,892"
1184,13637,"44.106202, -75.818322","Evans Mills, New York",3849,34630,"#17,898"
1185,13454,"43.219835, -74.757700","Salisbury Center, New York",712,34625,"#17,903"
1186,12047,"42.782255, -73.727721","Cohoes, New York",18167,34614,"#17,918"
1187,12839,"43.354486, -73.553953","Hudson Falls, New York",11945,34610,"#17,920"
1188,14813,"42.246862, -77.967713","Belmont, New York",2538,34595,"#17,937"
1189,13863,"42.435399, -75.906242","Willet, New York",598,34583,"#17,950"
1190,13756,"42.020509, -75.104278","East Branch, New York",518,34583,"#17,951"
1191,12095,"43.034887, -74.423556","Johnstown, New York",12911,34530,"#18,019"
1192,13843,"42.566573, -75.389210","South New Berlin, New York",1720,34522,"#18,022"
1193,12474,"42.323807, -74.583034","Roxbury, New York",1011,34519,"#18,024"
1194,14861,"42.099275, -76.681052","Lowman, New York",1459,34464,"#18,078"
1195,13052,"42.745091, -75.863841","De Ruyter, New York",1631,34464,"#18,079"
1196,13069,"43.329278, -76.380658","Fulton, New York",26451,34443,"#18,105"
1197,14877,"42.059452, -77.684497","Rexville, New York",651,34375,"#18,189"
1198,14806,"42.156645, -77.792643","Andover, New York",2302,34375,"#18,190"
1199,12414,"42.235013, -73.924019","Catskill, New York",11641,34375,"#18,207"
1200,12758,"41.940283, -74.739118","Livingston Manor, New York",4339,34363,"#18,216"
1201,14747,"42.158209, -79.084048","Kennedy, New York",2436,34353,"#18,224"
1202,14903,"42.131632, -76.871851","Elmira, New York",7600,34352,"#18,228"
1203,12189,"42.733036, -73.718976","Watervliet, New York",16783,34348,"#18,232"
1204,14216,"42.949615, -78.861119","Buffalo, New York",23587,34338,"#18,242"
1205,13775,"42.332984, -75.159583","Franklin, New York",1735,34338,"#18,243"
1206,14727,"42.206974, -78.297252","Cuba, New York",5366,34334,"#18,246"
1207,12565,"42.248157, -73.645187","Philmont, New York",1936,34315,"#18,260"
1208,14103,"43.211161, -78.376770","Medina, New York",11612,34307,"#18,269"
1209,13803,"42.470065, -76.072120","Marathon, New York",4225,34286,"#18,302"
1210,12304,"42.771569, -73.895695","Schenectady, New York",20969,34272,"#18,312"
1211,13338,"43.510379, -74.982347","Forestport, New York",1619,34265,"#18,320"
1212,12116,"42.538795, -74.911164","Maryland, New York",1807,34259,"#18,327"
1213,14129,"42.481182, -79.017384","Perrysburg, New York",1812,34228,"#18,370"
1214,12838,"43.328764, -73.401454","Hartford, New York",649,34205,"#18,392"
1215,12428,"41.734369, -74.457205","Ellenville, New York",8367,34198,"#18,399"
1216,13143,"43.235788, -76.714793","Red Creek, New York",3416,34178,"#18,418"
1217,13155,"42.674546, -75.776726","South Otselic, New York",677,34167,"#18,428"
1218,12036,"42.541514, -74.673053","Charlotteville, New York",265,34167,"#18,438"
1219,12883,"43.836665, -73.552970","Ticonderoga, New York",5160,34160,"#18,446"
1220,13343,"43.742548, -75.326461","Glenfield, New York",1752,34091,"#18,493"
1221,12930,"44.724058, -74.532775","Dickinson Center, New York",571,34063,"#18,525"
1222,13407,"42.965377, -74.944407","Mohawk, New York",5724,34034,"#18,557"
1223,12922,"44.258049, -74.781866","Childwold, New York",58,34000,"#18,585"
1224,14846,"42.534005, -78.012151","Hunt, New York",766,34000,"#18,595"
1225,13357,"42.970962, -75.081183","Ilion, New York",11555,33990,"#18,599"
1226,12928,"43.963848, -73.583301","Crown Point, New York",2122,33958,"#18,635"
1227,14859,"42.141589, -76.547214","Lockwood, New York",1137,33958,"#18,637"
1228,14536,"42.541588, -78.082446","Portageville, New York",664,33942,"#18,653"
1229,12747,"41.750928, -74.692894","Hurleyville, New York",1939,33915,"#18,680"
1230,13136,"42.594572, -75.848430","Pitcher, New York",621,33906,"#18,691"
1231,13904,"42.128281, -75.801040","Binghamton, New York",9619,33904,"#18,696"
1232,13334,"42.838213, -75.654080","Eaton, New York",1526,33895,"#18,704"
1233,13796,"42.548152, -75.145203","Laurens, New York",1190,33885,"#18,716"
1234,14418,"42.604430, -77.216428","Branchport, New York",1481,33867,"#18,727"
1235,13144,"43.568747, -75.977023","Richland, New York",1576,33839,"#18,753"
1236,12407,"42.323508, -74.333035","Ashland, New York",469,33833,"#18,756"
1237,14527,"42.666969, -77.068146","Penn Yan, New York",12970,33824,"#18,769"
1238,12912,"44.480950, -73.772496","Au Sable Forks, New York",2138,33784,"#18,798"
1239,11214,"40.598668, -73.996212","Brooklyn, New York",83546,33765,"#18,811"
1240,12956,"44.097612, -73.481333","Mineville, New York",2036,33750,"#18,896"
1241,12492,"42.216366, -74.355275","West Kill, New York",281,33750,"#18,898"
1242,13342,"42.648851, -75.178643","Garrattsville, New York",232,33750,"#18,904"
1243,13314,"42.825882, -75.324121","Brookfield, New York",939,33750,"#18,905"
1244,14897,"42.043602, -77.794465","Whitesville, New York",890,33750,"#18,906"
1245,13614,"44.532249, -75.693434","Brier Hill, New York",289,33750,"#18,907"
1246,13830,"42.442442, -75.645524","Oxford, New York",5144,33750,"#18,908"
1247,13832,"42.668918, -75.686965","Plymouth, New York",675,33750,"#18,909"
1248,10462,"40.842823, -73.858861","Bronx, New York",72077,33735,"#18,940"
1249,13327,"43.972929, -75.262309","Croghan, New York",2148,33716,"#18,952"
1250,14719,"42.341958, -78.875953","Cattaraugus, New York",3561,33654,"#19,001"
1251,13810,"42.606817, -75.108363","Mount Vision, New York",1296,33636,"#19,012"
1252,12837,"43.476445, -73.255601","Hampton, New York",849,33625,"#19,026"
1253,13630,"44.498619, -75.311532","De Kalb Junction, New York",1402,33603,"#19,048"
1254,12934,"44.857914, -73.855586","Ellenburg Center, New York",1126,33603,"#19,050"
1255,13312,"43.696622, -75.194994","Brantingham, New York",689,33594,"#19,055"
1256,13495,"43.114019, -75.271854","Yorkville, New York",2271,33594,"#19,056"
1257,11222,"40.728367, -73.945427","Brooklyn, New York",39360,33578,"#19,069"
1258,10550,"40.905448, -73.835253","Mount Vernon, New York",38284,33573,"#19,071"
1259,14891,"42.377014, -76.946182","Watkins Glen, New York",4409,33571,"#19,080"
1260,14892,"42.046025, -76.529114","Waverly, New York",8258,33555,"#19,095"
1261,14743,"42.201818, -78.407487","Hinsdale, New York",2034,33537,"#19,118"
1262,12155,"42.584407, -74.837289","Schenevus, New York",1742,33533,"#19,122"
1263,13690,"44.192709, -74.948741","Star Lake, New York",1139,33456,"#19,202"
1264,13782,"42.169631, -74.991294","Hamden, New York",777,33438,"#19,231"
1265,14815,"42.374323, -77.086684","Bradford, New York",973,33438,"#19,232"
1266,14822,"42.424481, -77.851457","Canaseraga, New York",1130,33409,"#19,257"
1267,13844,"42.605698, -75.689550","South Plymouth, New York",1034,33309,"#19,361"
1268,14810,"42.348980, -77.344542","Bath, New York",12536,33273,"#19,391"
1269,14850,"42.431831, -76.500228","Ithaca, New York",63396,33250,"#19,429"
1270,12076,"42.399716, -74.390523","Gilboa, New York",1270,33150,"#19,563"
1271,12847,"44.000125, -74.563880","Long Lake, New York",723,33125,"#19,595"
1272,13361,"42.904352, -74.867560","Jordanville, New York",724,33125,"#19,597"
1273,12987,"44.327908, -73.846253","Upper Jay, New York",326,33125,"#19,598"
1274,12901,"44.704021, -73.471148","Plattsburgh, New York",32253,33121,"#19,615"
1275,12308,"42.820980, -73.919670","Schenectady, New York",13346,33105,"#19,624"
1276,14070,"42.419658, -78.917725","Gowanda, New York",5735,33093,"#19,642"
1277,14775,"42.228753, -79.699933","Ripley, New York",2736,33093,"#19,643"
1278,14744,"42.424066, -78.217658","Houghton, New York",2282,33092,"#19,647"
1279,12776,"41.963392, -74.958769","Roscoe, New York",2473,33090,"#19,649"
1280,14787,"42.311648, -79.571405","Westfield, New York",5487,33074,"#19,666"
1281,12093,"42.497796, -74.628095","Jefferson, New York",1404,33073,"#19,669"
1282,13662,"44.933501, -74.878245","Massena, New York",16729,33037,"#19,704"
1283,13425,"42.970137, -75.490673","Oriskany Falls, New York",1970,33021,"#19,726"
1284,14865,"42.356119, -76.826721","Montour Falls, New York",2699,33011,"#19,733"
1285,13607,"44.338200, -75.887805","Alexandria Bay, New York",2017,33000,"#19,744"
1286,12122,"42.545070, -74.308047","Middleburgh, New York",4348,32917,"#19,841"
1287,12071,"42.575009, -74.413271","Fultonham, New York",279,32917,"#19,842"
1288,14737,"42.329050, -78.428611","Franklinville, New York",4275,32910,"#19,850"
1289,12842,"43.738345, -74.367058","Indian Lake, New York",1345,32850,"#19,904"
1290,13437,"43.580307, -75.803859","Redfield, New York",497,32813,"#19,940"
1291,12943,"44.122759, -73.883514","Keene Valley, New York",391,32813,"#19,951"
1292,13621,"44.834567, -75.059261","Chase Mills, New York",699,32750,"#20,008"
1293,12534,"42.224111, -73.756154","Hudson, New York",18686,32741,"#20,014"
1294,12852,"44.007172, -74.099920","Newcomb, New York",481,32639,"#20,119"
1295,12788,"41.787539, -74.589314","Woodbourne, New York",2935,32604,"#20,160"
1296,12601,"41.708174, -73.910203","Poughkeepsie, New York",43130,32594,"#20,176"
1297,13360,"43.737593, -74.741983","Inlet, New York",412,32574,"#20,193"
1298,14889,"42.234171, -76.578897","Van Etten, New York",1458,32566,"#20,202"
1299,13835,"42.393463, -76.155520","Richford, New York",1545,32557,"#20,215"
1300,13616,"44.032051, -75.870748","Calcium, New York",2341,32553,"#20,221"
1277,14775,"42.228753, -79.699933","Ripley, New York",2736,33093,"#19,643"
1278,14744,"42.424066, -78.217658","Houghton, New York",2282,33092,"#19,647"
1279,12776,"41.963392, -74.958769","Roscoe, New York",2473,33090,"#19,649"
1280,14787,"42.311648, -79.571405","Westfield, New York",5487,33074,"#19,666"
1281,12093,"42.497796, -74.628095","Jefferson, New York",1404,33073,"#19,669"
1282,13662,"44.933501, -74.878245","Massena, New York",16729,33037,"#19,704"
1283,13425,"42.970137, -75.490673","Oriskany Falls, New York",1970,33021,"#19,726"
1284,14865,"42.356119, -76.826721","Montour Falls, New York",2699,33011,"#19,733"
1285,13607,"44.338200, -75.887805","Alexandria Bay, New York",2017,33000,"#19,744"
1286,12122,"42.545070, -74.308047","Middleburgh, New York",4348,32917,"#19,841"
1287,12071,"42.575009, -74.413271","Fultonham, New York",279,32917,"#19,842"
1288,14737,"42.329050, -78.428611","Franklinville, New York",4275,32910,"#19,850"
1289,12842,"43.738345, -74.367058","Indian Lake, New York",1345,32850,"#19,904"
1290,13437,"43.580307, -75.803859","Redfield, New York",497,32813,"#19,940"
1291,12943,"44.122759, -73.883514","Keene Valley, New York",391,32813,"#19,951"
1292,13621,"44.834567, -75.059261","Chase Mills, New York",699,32750,"#20,008"
1293,12534,"42.224111, -73.756154","Hudson, New York",18686,32741,"#20,014"
1294,12852,"44.007172, -74.099920","Newcomb, New York",481,32639,"#20,119"
1295,12788,"41.787539, -74.589314","Woodbourne, New York",2935,32604,"#20,160"
1296,12601,"41.708174, -73.910203","Poughkeepsie, New York",43130,32594,"#20,176"
1297,13360,"43.737593, -74.741983","Inlet, New York",412,32574,"#20,193"
1298,14889,"42.234171, -76.578897","Van Etten, New York",1458,32566,"#20,202"
1299,13835,"42.393463, -76.155520","Richford, New York",1545,32557,"#20,215"
1300,13616,"44.032051, -75.870748","Calcium, New York",2341,32553,"#20,221"
1301,13750,"42.459563, -74.831929","Davenport, New York",1305,32548,"#20,227"
1302,12983,"44.218046, -74.206563","Saranac Lake, New York",7148,32529,"#20,234"
1303,12183,"42.746893, -73.693861","Troy, New York",2278,32500,"#20,253"
1304,14898,"42.053364, -77.429500","Woodhull, New York",1497,32500,"#20,286"
1305,13655,"44.982056, -74.650084","Hogansburg, New York",2558,32500,"#20,287"
1306,14855,"42.145700, -77.497396","Jasper, New York",841,32500,"#20,288"
1307,12592,"41.783329, -73.556777","Wassaic, New York",1214,32426,"#20,387"
1308,12857,"43.832667, -73.971509","Olmstedville, New York",502,32411,"#20,402"
1309,13619,"43.978952, -75.600977","Carthage, New York",11112,32384,"#20,439"
1310,13648,"44.136851, -75.285638","Harrisville, New York",2427,32366,"#20,461"
1311,12410,"42.088220, -74.449697","Big Indian, New York",820,32344,"#20,491"
1312,13813,"42.156382, -75.529955","Nineveh, New York",916,32336,"#20,506"
1313,11230,"40.622104, -73.965118","Brooklyn, New York",88933,32327,"#20,516"
1314,12701,"41.652125, -74.698825","Monticello, New York",11522,32273,"#20,580"
1315,13679,"44.291541, -75.845822","Redwood, New York",1727,32264,"#20,592"
1316,12736,"41.835405, -75.031535","Fremont Center, New York",152,32250,"#20,622"
1317,14060,"42.450155, -78.296467","Farmersville Station, New York",441,32232,"#20,644"
1318,12108,"43.519619, -74.409206","Lake Pleasant, New York",419,32167,"#20,745"
1319,14760,"42.063776, -78.404837","Olean, New York",20510,32126,"#20,802"
1320,11223,"40.597427, -73.973039","Brooklyn, New York",77691,32104,"#20,837"
1321,12167,"42.423174, -74.598846","Stamford, New York",2499,32091,"#20,850"
1322,12742,"41.724328, -74.723518","Harris, New York",132,32083,"#20,878"
1323,13452,"43.043056, -74.630470","Saint Johnsville, New York",4408,32083,"#20,881"
1324,12430,"42.200758, -74.499160","Fleischmanns, New York",1129,32065,"#20,902"
1325,14138,"42.367234, -79.047120","South Dayton, New York",2144,32054,"#20,913"
1326,13652,"44.435240, -75.223166","Hermon, New York",1931,32027,"#20,949"
1327,14767,"42.040452, -79.514296","Panama, New York",1910,32000,"#20,985"
1328,13846,"42.363723, -75.054746","Treadwell, New York",342,31979,"#21,008"
1329,14755,"42.233756, -78.804596","Little Valley, New York",2987,31944,"#21,051"
1330,13493,"43.432843, -75.897509","Williamstown, New York",2199,31908,"#21,099"
1331,14873,"42.515864, -77.304978","Prattsburgh, New York",2422,31906,"#21,102"
1332,12937,"44.954775, -74.471763","Fort Covington, New York",1524,31902,"#21,108"
1333,14783,"42.092205, -78.888593","Steamburg, New York",412,31875,"#21,162"
1334,13635,"44.286726, -75.280789","Edwards, New York",1081,31875,"#21,163"
1335,13739,"42.394254, -74.805810","Bloomville, New York",966,31875,"#21,164"
1336,13815,"42.547416, -75.533555","Norwich, New York",14019,31875,"#21,165"
1337,13206,"43.074194, -76.105762","Syracuse, New York",16562,31871,"#21,178"
1338,11433,"40.698135, -73.787009","Jamaica, New York",28435,31869,"#21,179"
1339,13428,"42.915071, -74.546238","Palatine Bridge, New York",1698,31852,"#21,193"
1340,12843,"43.565104, -73.972748","Johnsburg, New York",665,31845,"#21,205"
1341,13460,"42.686926, -75.458076","Sherburne, New York",4424,31826,"#21,222"
1342,13801,"42.505085, -75.776970","Mc Donough, New York",1333,31818,"#21,233"
1343,12967,"44.772993, -74.662821","North Lawrence, New York",1099,31815,"#21,237"
1344,13673,"44.180844, -75.726040","Philadelphia, New York",2349,31810,"#21,247"
1345,11204,"40.618675, -73.984893","Brooklyn, New York",74880,31798,"#21,264"
1346,14709,"42.356494, -77.982064","Angelica, New York",1510,31793,"#21,271"
1347,12010,"42.935694, -74.172293","Amsterdam, New York",28544,31766,"#21,304"
1348,12456,"42.032997, -73.998278","Mount Marion, New York",653,31739,"#21,340"
1349,12064,"42.617772, -74.649399","East Worcester, New York",480,31719,"#21,364"
1350,13669,"44.654951, -75.485053","Ogdensburg, New York",17892,31707,"#21,380"
1351,12955,"44.798708, -73.951395","Lyon Mountain, New York",401,31667,"#21,434"
1352,14864,"42.285203, -76.845703","Millport, New York",1427,31628,"#21,480"
1353,12965,"44.694202, -74.687711","Nicholville, New York",489,31625,"#21,485"
1354,13485,"42.757288, -75.333120","West Edmeston, New York",945,31618,"#21,491"
1355,13825,"42.455996, -75.191937","Otego, New York",3535,31592,"#21,521"
1356,13601,"43.976818, -75.914247","Watertown, New York",36990,31576,"#21,536"
1357,12455,"42.107292, -74.661592","Margaretville, New York",2082,31569,"#21,548"
1358,12932,"44.195277, -73.609298","Elizabethtown, New York",1406,31544,"#21,580"
1359,12878,"43.415025, -74.027450","Stony Creek, New York",714,31528,"#21,610"
1360,13603,"44.035347, -75.804288","Watertown, New York",7498,31528,"#21,611"
1361,12885,"43.524438, -73.821873","Warrensburg, New York",4646,31476,"#21,668"
1362,12966,"44.798893, -74.418686","North Bangor, New York",2836,31458,"#21,687"
1363,12926,"44.950817, -74.328997","Constable, New York",2083,31442,"#21,714"
1364,14222,"42.919236, -78.877343","Buffalo, New York",14365,31440,"#21,718"
1365,13667,"44.837240, -74.960450","Norfolk, New York",3524,31429,"#21,732"
1366,12969,"44.760907, -74.131480","Owls Head, New York",554,31406,"#21,762"
1367,13901,"42.185729, -75.879685","Binghamton, New York",20106,31391,"#21,773"
1368,13317,"42.862103, -74.589232","Canajoharie, New York",3809,31375,"#21,800"
1369,13483,"43.406502, -75.835393","Westdale, New York",160,31375,"#21,801"
1370,14748,"42.173821, -78.606386","Kill Buck, New York",660,31364,"#21,818"
1371,10033,"40.849124, -73.935956","New York, New York",58259,31348,"#21,836"
1372,13418,"42.847748, -75.389226","North Brookfield, New York",325,31346,"#21,838"
1373,14809,"42.422712, -77.441531","Avoca, New York",2610,31324,"#21,866"
1374,10038,"40.709336, -74.002943","New York, New York",15574,31316,"#21,877"
1375,13654,"44.571770, -75.488083","Heuvelton, New York",2329,31286,"#21,914"
1376,13856,"42.181947, -75.161730","Walton, New York",6568,31259,"#21,942"
1377,12434,"42.354338, -74.482882","Grand Gorge, New York",663,31250,"#21,973"
1378,12421,"42.303606, -74.526124","Denver, New York",777,31250,"#21,974"
1379,14715,"42.076533, -78.144754","Bolivar, New York",3277,31250,"#22,014"
1380,13804,"42.220452, -75.359973","Masonville, New York",389,31250,"#22,015"
1381,14895,"42.081440, -77.940922","Wellsville, New York",10311,31138,"#22,146"
1382,13755,"42.079360, -75.011893","Downsville, New York",1126,31121,"#22,164"
1383,12197,"42.609999, -74.724749","Worcester, New York",2397,31111,"#22,174"
1384,12760,"41.903930, -75.107835","Long Eddy, New York",729,31111,"#22,176"
1385,13681,"44.428046, -75.373133","Richville, New York",820,31103,"#22,189"
1386,13774,"41.953908, -75.193403","Fishs Eddy, New York",286,31071,"#22,221"
1387,14711,"42.321632, -78.131646","Belfast, New York",1931,31042,"#22,265"
1388,12779,"41.696285, -74.628008","South Fallsburg, New York",1544,31023,"#22,285"
1389,14801,"42.104056, -77.292968","Addison, New York",5427,31015,"#22,297"
1390,11235,"40.583552, -73.947900","Brooklyn, New York",77451,31013,"#22,300"
1391,13329,"43.110979, -74.703510","Dolgeville, New York",3976,30992,"#22,334"
1392,13339,"42.936896, -74.658660","Fort Plain, New York",6787,30989,"#22,336"
1393,13324,"43.317924, -74.958912","Cold Brook, New York",1989,30954,"#22,376"
1394,13464,"42.687973, -75.615788","Smyrna, New York",1341,30921,"#22,423"
1395,13368,"43.635778, -75.325203","Lyons Falls, New York",1162,30833,"#22,531"
1396,13468,"42.848254, -74.851925","Springfield Center, New York",459,30833,"#22,532"
1397,13417,"43.101278, -75.293446","New York Mills, New York",3180,30827,"#22,548"
1398,12078,"43.134351, -74.339632","Gloversville, New York",23853,30813,"#22,562"
1399,13145,"43.651660, -76.123014","Sandy Creek, New York",1874,30798,"#22,575"
1400,14620,"43.127295, -77.610027","Rochester, New York",28094,30776,"#22,604"
1401,14819,"42.224194, -77.441939","Cameron, New York",755,30750,"#22,629"
1402,14721,"42.000558, -78.251649","Ceres, New York",102,30750,"#22,630"
1403,13754,"42.088482, -75.447962","Deposit, New York",3437,30745,"#22,639"
1404,12754,"41.802957, -74.745419","Liberty, New York",7130,30739,"#22,643"
1405,14843,"42.320079, -77.646339","Hornell, New York",13383,30738,"#22,645"
1406,14607,"43.150826, -77.586219","Rochester, New York",16297,30732,"#22,656"
1407,13045,"42.587244, -76.188554","Cortland, New York",29174,30732,"#22,657"
1408,12187,"42.618840, -74.463554","Warnerville, New York",684,30729,"#22,660"
1409,14837,"42.490228, -77.016336","Dundee, New York",5314,30714,"#22,692"
1410,12442,"42.237891, -74.270911","Hunter, New York",608,30682,"#22,726"
1411,14885,"42.046290, -77.567857","Troupsburg, New York",780,30682,"#22,728"
1412,13780,"42.431337, -75.483014","Guilford, New York",923,30682,"#22,729"
1413,13433,"43.589518, -75.242417","Port Leyden, New York",1732,30671,"#22,738"
